backward_rate
2.791606868906814642e-01
2.928688078388677063e-01
4.122828722719849570e-01
3.621517295986539375e-01
4.302964319295293771e-01
3.128618795466917568e-01
4.538526253278566958e-01
3.304300489929232199e-01
4.251497005988024158e-01
4.756767456821893170e-01
4.121838966694709727e-01
3.791260454298015503e-01
4.430147968525758317e-01
4.412827238085811898e-01
4.012965803929331443e-01
2.934626614539516121e-01
4.774583065274409788e-01
5.488197159400207692e-01
4.387588459444746736e-01
4.332657000049487950e-01
3.595783639332904569e-01
4.448458454990844579e-01
4.734003068243677892e-01
4.069876775374869915e-01
4.238135299648636556e-01
4.617211857277181419e-01
3.922403127629039421e-01
3.973870440936309034e-01
4.129262136883258272e-01
4.355916266640273427e-01
3.348839511060523466e-01
4.791408917701786563e-01
2.412035433265700135e-01
3.569060226654129919e-01
4.120354332657000240e-01
5.125451576186470515e-01
4.986390854654327853e-01
4.232196763497798053e-01
4.766665017073291599e-01
4.537041619240856916e-01
4.627604295541148938e-01
3.952590686395803243e-01
2.887613203345375523e-01
4.018904340080170501e-01
5.246201811253525804e-01
4.209927252932152419e-01
3.307269758004651727e-01
4.074330677487998931e-01
4.130746770920967759e-01
2.995991488098183608e-01
4.373731875092789489e-01
3.087543920423615473e-01
3.874894838422328625e-01
4.669174048597020676e-01
4.247043103874894587e-01
3.626466076112238590e-01
4.697382095313505368e-01
4.181719206215667728e-01
3.442866333448804661e-01
3.972880684911169191e-01
5.144256940664125866e-01
3.207799277478101674e-01
3.828871183253327870e-01
3.953085564408373442e-01
4.584549908447567712e-01
4.290097490968476368e-01
3.211758301578661046e-01
4.202998960756173519e-01
3.701192656010293680e-01
4.009501657841342270e-01
3.739298262978175691e-01
3.675458999356658318e-01
4.948780125699014931e-01
3.783837284109466959e-01
3.818478744989360352e-01
3.606176077596872642e-01
3.949126540307814071e-01
4.302964319295293771e-01
4.001088731627653883e-01
3.163755134359380605e-01
3.744247043103874906e-01
2.985104171821645891e-01
3.856089473944672719e-01
3.805611916662542948e-01
3.979314099074577893e-01
3.584896323056366851e-01
3.932300687880437295e-01
3.974860196961448877e-01
3.415648042757460368e-01
2.735190775473845815e-01
4.505369426436383606e-01
3.714059484337111083e-01
4.027317266293858333e-01
3.624486564061958904e-01
4.247043103874894587e-01
3.872420448359479295e-01
4.974018904340080094e-01
3.566585836591280034e-01
4.660266244370762645e-01
4.343049438313455468e-01
3.868956302271490122e-01
3.287474637501855979e-01
5.259068639580343207e-01
3.173652694610778480e-01
3.603701687534022757e-01
2.799030039095363187e-01
3.277577077250457549e-01
4.405404067897263354e-01
3.161280744296530720e-01
3.099420992725293034e-01
3.636858514376206108e-01
3.637848270401345951e-01
3.947147028257534385e-01
3.250358786559113256e-01
3.827386549215618383e-01
4.033750680457267035e-01
4.435591626664027176e-01
3.009848072450140855e-01
4.705300143514623556e-01
3.778888503983767744e-01
4.252486762013164001e-01
5.250160835354085176e-01
4.254961152076013331e-01
4.121344088682140083e-01
4.826050378581679401e-01
3.115257089127529966e-01
3.553224130251892987e-01
4.555352105705943733e-01
4.712228435690602457e-01
4.372247241055080003e-01
4.322759439798089520e-01
3.983273123175137265e-01
3.313703172168060429e-01
3.461671697926461122e-01
4.822586232493690228e-01
3.988221903300836479e-01
5.345177413767506769e-01
4.354431632602563385e-01
3.529469985648537866e-01
4.298510417182164756e-01
4.356411144652843070e-01
2.842084426188944413e-01
3.354778047211362524e-01
3.931310931855297452e-01
3.272628297124758889e-01
4.152521403474043749e-01
3.159301232246251034e-01
4.111941406443311853e-01
3.805117038649972749e-01
2.871777106943138591e-01
3.285000247439006094e-01
4.251497005988024158e-01
4.555352105705943733e-01
2.571881031325778388e-01
2.595635175929133509e-01
3.476518038303558211e-01
4.356906022665412714e-01
3.657148512891572056e-01
3.682387291532637219e-01
3.541841935962785071e-01
4.147077745335774890e-01
3.183055376849606710e-01
3.963972880684911160e-01
4.530113327064878570e-01
3.741277775028455377e-01
2.541198594546444367e-01
3.715049240362250926e-01
3.926857029742168437e-01
3.602711931508882914e-01
3.210273667540951004e-01
4.137180185084376460e-01
5.074479140891769990e-01
4.258920176176572703e-01
3.687336071658336434e-01
4.383629435344187919e-01
3.862522888108081420e-01
4.238630177661206755e-01
3.499777304894343688e-01
3.272133419112188690e-01
3.116741723165240008e-01
4.211906764982432105e-01
3.749690701242143764e-01
3.408224872568911823e-01
5.104666699658534368e-01
3.774434601870638728e-01
2.761419310140050265e-01
4.454891869154253281e-01
3.367644875538179927e-01
3.237491958232295852e-01
3.726926312663928487e-01
4.487553817983866988e-01
4.576136982233879325e-01
4.734003068243677892e-01
3.681892413520067575e-01
3.966447270747760490e-01
3.743257287078735063e-01
4.966595734151531549e-01
4.636017221754837325e-01
4.664225268471322017e-01
3.703172168060572811e-01
2.813381501459890077e-01
3.154352452120552375e-01
4.048597020834364124e-01
4.650863562131934414e-01
3.777898747958628456e-01
3.130103429504627055e-01
4.081258969663977831e-01
3.352303657148512639e-01
5.081902311080318535e-01
3.858563864007522048e-01
4.103528480229623465e-01
3.173652694610778480e-01
3.700697777997723481e-01
4.286633344880487195e-01
4.376701143168209018e-01
3.170188548522789307e-01
3.536398277824516212e-01
4.817142574355421369e-01
5.033404265848467896e-01
4.141634087197506031e-01
4.117879942594150355e-01
5.437224724105508278e-01
4.527144058989459041e-01
4.427178700450338789e-01
5.397139605087345471e-01
3.826396793190478540e-01
3.396842678279803907e-01
3.833819963379027085e-01
5.720294947295491150e-01
4.876033057851239527e-01
3.984262879200277108e-01
4.046617508784084993e-01
3.216212203691790061e-01
3.607165833622011930e-01
4.105013114267332952e-01
4.000593853615083684e-01
4.416786262186371270e-01
5.185331815707427960e-01
5.174939377443460442e-01
3.601722175483743071e-01
4.087197505814816889e-01
3.652199732765873397e-01
4.238630177661206755e-01
3.778393625971198100e-01
5.327856683327559795e-01
4.381649923293908233e-01
4.297520661157024913e-01
3.552234374226753144e-01
3.629930222200227763e-01
4.562280397881922078e-01
4.154995793536893078e-01
4.088187261839956177e-01
2.351660315732171935e-01
3.723462166575938759e-01
4.716187459791161274e-01
3.411194140644331352e-01
3.171673182560498794e-01
4.237640421636066912e-01
4.181224328203098084e-01
4.257435542138862661e-01
5.739100311773147611e-01
2.489731281239174476e-01
4.802296233978324280e-01
3.601227297471173427e-01
5.296679368535656129e-01
4.253971396050873488e-01
3.909041421289652374e-01
5.065571336665511959e-01
3.623001930024248862e-01
5.054189142376404043e-01
4.356411144652843070e-01
4.219329935170980095e-01
4.262384322264561876e-01
3.837284109467016258e-01
2.981145147721086519e-01
4.776562577324689474e-01
3.965457514722620647e-01
4.629583807591428624e-01
3.911515811352501704e-01
4.790914039689216364e-01
3.787796308210026330e-01
4.118374820606720554e-01
4.358885534715692400e-01
4.088187261839956177e-01
3.760578017518681482e-01
4.458356015242243009e-01
3.696738753897164109e-01
4.351957242539714055e-01
3.143960013856584301e-01
4.202998960756173519e-01
4.141634087197506031e-01
3.115751967140100165e-01
4.340080170238036494e-01
3.016776364626119755e-01
3.803137526599693063e-01
3.929826297817587966e-01
3.005394170337011839e-01
2.917800762112139346e-01
2.434304943831345491e-01
3.687336071658336434e-01
3.440391943385955331e-01
3.927351907754738636e-01
4.201514326718464032e-01
3.988221903300836479e-01
3.999109219577374197e-01
3.970901172860890060e-01
4.420745286286930087e-01
3.325580244469737989e-01
4.766170139060721400e-01
4.397980897708714809e-01
4.952244271787004659e-01
4.466768941455930841e-01
4.600880882862374288e-01
4.366803582916811144e-01
3.592319493244915396e-01
3.851140693818973504e-01
4.248032859900034430e-01
4.235660909585787226e-01
2.600583956054832724e-01
4.202009204731033676e-01
3.680902657494927732e-01
3.784332162122037158e-01
3.963478002672341516e-01
3.107833918938981421e-01
4.027317266293858333e-01
4.034740436482406878e-01
4.280199930717078494e-01
4.643440391943385870e-01
4.499430890285544549e-01
3.983273123175137265e-01
3.980798733112287935e-01
4.011976047904191600e-01
3.397832434304943749e-01
4.265848468352551048e-01
3.809570940763101765e-01
4.358390656703122756e-01
4.450437967041124265e-01
4.304448953333003258e-01
3.480971940416687227e-01
3.851635571831543703e-01
3.504726085020042348e-01
4.648884050081654729e-01
4.769139407136140929e-01
3.369129509575889414e-01
5.055178898401544441e-01
3.739298262978175691e-01
3.214727569654080019e-01
4.200029692680753990e-01
4.424209432374919815e-01
3.610135101697431459e-01
4.006037511753352542e-01
3.726431434651358288e-01
3.407729994556341624e-01
4.591973078636116257e-01
4.581085762359578539e-01
3.780868016034047430e-01
3.907061909239372688e-01
4.768644529123571285e-01
3.326570000494877832e-01
4.618696491314890906e-01
4.376701143168209018e-01
4.021873608155589475e-01
4.187657742366506786e-01
2.684218340179145845e-01
4.906220616618003905e-01
3.943188004156975568e-01
2.683228584154006002e-01
3.937249468006136510e-01
3.505715841045182191e-01
3.937249468006136510e-01
4.710743801652892415e-01
3.515613401296580620e-01
4.777552333349829317e-01
3.740288019003315534e-01
4.143613599247785162e-01
4.992329390805166356e-01
3.914485079427921232e-01
4.213391399020141592e-01
2.622853466620477803e-01
4.563765031919631565e-01
3.880338496560598038e-01
4.877022813876379370e-01
4.082743603701687318e-01
4.021378730143019831e-01
4.206957984856732891e-01
3.282030979363587120e-01
4.364824070866531458e-01
4.573167714158459796e-01
3.809570940763101765e-01
3.080615628247637128e-01
3.593309249270054684e-01
5.213539862423912652e-01
4.471222843569060412e-01
4.438560894739446705e-01
3.661602415004701072e-01
3.495818280793784316e-01
3.908546543277082175e-01
4.245558469837185100e-01
3.917454347503340206e-01
4.047607264809224281e-01
4.462809917355372025e-01
4.116890186569010512e-01
