run,ngram,top1,one_to_one,top3,top5,mean_rank,heldout_positions
53,4,0.19047619047619047,0.14285714285714285,0.42857142857142855,0.6666666666666666,5.380952380952381,112341423441344321323
53,5,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.6190476190476191,6.0,112341423441344321323
54,2,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.9047619047619048,3.238095238095238,223332421124241431334
54,3,0.23809523809523808,0.23809523809523808,0.42857142857142855,0.7619047619047619,4.238095238095238,223332421124241431334
54,4,0.19047619047619047,0.09523809523809523,0.47619047619047616,0.5714285714285714,5.142857142857143,223332421124241431334
54,5,0.047619047619047616,0.047619047619047616,0.38095238095238093,0.47619047619047616,6.523809523809524,223332421124241431334
55,2,0.3333333333333333,0.2857142857142857,0.6190476190476191,0.8095238095238095,3.857142857142857,332414142114442444344
55,3,0.2857142857142857,0.42857142857142855,0.6666666666666666,0.8095238095238095,3.8095238095238093,332414142114442444344
55,4,0.19047619047619047,0.19047619047619047,0.6666666666666666,0.7142857142857143,4.571428571428571,332414142114442444344
55,5,0.23809523809523808,0.09523809523809523,0.38095238095238093,0.47619047619047616,6.238095238095238,332414142114442444344
56,2,0.38095238095238093,0.2857142857142857,0.6190476190476191,0.7619047619047619,4.428571428571429,111442134122133422334
56,3,0.23809523809523808,0.23809523809523808,0.5238095238095238,0.5714285714285714,5.857142857142857,111442134122133422334
56,4,0.14285714285714285,0.09523809523809523,0.47619047619047616,0.5714285714285714,6.714285714285714,111442134122133422334
56,5,0.19047619047619047,0.09523809523809523,0.2857142857142857,0.47619047619047616,7.0476190476190474,111442134122133422334
57,2,0.47619047619047616,0.38095238095238093,0.5714285714285714,0.6666666666666666,4.9523809523809526,112422113234133441124
57,3,0.23809523809523808,0.2857142857142857,0.5238095238095238,0.6666666666666666,5.714285714285714,112422113234133441124
57,4,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.47619047619047616,7.095238095238095,112422113234133441124
57,5,0.09523809523809523,0.047619047619047616,0.3333333333333333,0.42857142857142855,7.190476190476191,112422113234133441124
58,2,0.23809523809523808,0.09523809523809523,0.5714285714285714,0.8571428571428571,3.380952380952381,421211421423411134222
58,3,0.2857142857142857,0.19047619047619047,0.6190476190476191,0.7619047619047619,4.0,421211421423411134222
58,4,0.3333333333333333,0.23809523809523808,0.5238095238095238,0.6666666666666666,4.428571428571429,421211421423411134222
58,5,0.2857142857142857,0.2857142857142857,0.5238095238095238,0.6666666666666666,4.9523809523809526,421211421423411134222
59,2,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7619047619047619,4.142857142857143,214431212421221432441
59,3,0.23809523809523808,0.3333333333333333,0.6190476190476191,0.7619047619047619,3.761904761904762,214431212421221432441
59,4,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,4.857142857142857,214431212421221432441
59,5,0.14285714285714285,0.09523809523809523,0.42857142857142855,0.47619047619047616,6.190476190476191,214431212421221432441
60,2,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.7619047619047619,3.7142857142857144,232214112142113223414
60,3,0.3333333333333333,0.47619047619047616,0.6666666666666666,0.7619047619047619,4.0,232214112142113223414
60,4,0.23809523809523808,0.23809523809523808,0.47619047619047616,0.7142857142857143,5.095238095238095,232214112142113223414
60,5,0.2857142857142857,0.09523809523809523,0.3333333333333333,0.47619047619047616,7.095238095238095,232214112142113223414
61,2,0.23809523809523808,0.2857142857142857,0.5714285714285714,0.7619047619047619,4.523809523809524,113212343432122233433
61,3,0.19047619047619047,0.19047619047619047,0.47619047619047616,0.6190476190476191,5.428571428571429,113212343432122233433
61,4,0.23809523809523808,0.14285714285714285,0.38095238095238093,0.5238095238095238,6.666666666666667,113212343432122233433
61,5,0.19047619047619047,0.19047619047619047,0.2857142857142857,0.42857142857142855,8.238095238095237,113212343432122233433
62,2,0.2857142857142857,0.2857142857142857,0.6190476190476191,0.7142857142857143,4.761904761904762,141221141444322431421
62,3,0.2857142857142857,0.19047619047619047,0.5714285714285714,0.7142857142857143,5.428571428571429,141221141444322431421
62,4,0.14285714285714285,0.23809523809523808,0.47619047619047616,0.6190476190476191,6.190476190476191,141221141444322431421
