page,locus,paragraph,line_in_paragraph,word_index_in_line,word,class,state_1,state_2,output,depth_after_output,word_length,terminates
f7r,f7r.3,5,3,5,qotchy,BOUNDARY,y,SPACE,q,1,5,0
f7r,f7r.3,5,3,5,qotchy,SECOND,SPACE,q,o,2,5,0
f7r,f7r.3,5,3,5,qotchy,INTERNAL,q,o,t,3,5,0
f7r,f7r.3,5,3,5,qotchy,INTERNAL,o,t,ch,4,5,0
f7r,f7r.3,5,3,5,qotchy,INTERNAL,t,ch,y,5,5,1
f7r,f7r.3,5,3,6,chald,BOUNDARY,y,SPACE,ch,1,4,0
f7r,f7r.3,5,3,6,chald,SECOND,SPACE,ch,a,2,4,0
f7r,f7r.3,5,3,6,chald,INTERNAL,ch,a,l,3,4,0
f7r,f7r.3,5,3,6,chald,INTERNAL,a,l,d,4,4,1
f7r,f7r.4,5,4,1,qokcho,RESTART,SPACE,SPACE,q,1,5,0
f7r,f7r.4,5,4,1,qokcho,SECOND,SPACE,q,o,2,5,0
f7r,f7r.4,5,4,1,qokcho,INTERNAL,q,o,k,3,5,0
f7r,f7r.4,5,4,1,qokcho,INTERNAL,o,k,ch,4,5,0
f7r,f7r.4,5,4,1,qokcho,INTERNAL,k,ch,o,5,5,1
f7r,f7r.4,5,4,2,cho,BOUNDARY,o,SPACE,ch,1,2,0
f7r,f7r.4,5,4,2,cho,SECOND,SPACE,ch,o,2,2,1
f7r,f7r.4,5,4,3,lochey,BOUNDARY,o,SPACE,l,1,5,0
f7r,f7r.4,5,4,3,lochey,SECOND,SPACE,l,o,2,5,0
f7r,f7r.4,5,4,3,lochey,INTERNAL,l,o,ch,3,5,0
f7r,f7r.4,5,4,3,lochey,INTERNAL,o,ch,e,4,5,0
f7r,f7r.4,5,4,3,lochey,INTERNAL,ch,e,y,5,5,1
f7r,f7r.4,5,4,4,daiin,BOUNDARY,y,SPACE,d,1,5,0
f7r,f7r.4,5,4,4,daiin,SECOND,SPACE,d,a,2,5,0
f7r,f7r.4,5,4,4,daiin,INTERNAL,d,a,i,3,5,0
f7r,f7r.4,5,4,4,daiin,INTERNAL,a,i,i,4,5,0
f7r,f7r.4,5,4,4,daiin,INTERNAL,i,i,n,5,5,1
f7r,f7r.4,5,4,5,ychey,BOUNDARY,n,SPACE,y,1,4,0
f7r,f7r.4,5,4,5,ychey,SECOND,SPACE,y,ch,2,4,0
f7r,f7r.4,5,4,5,ychey,INTERNAL,y,ch,e,3,4,0
f7r,f7r.4,5,4,5,ychey,INTERNAL,ch,e,y,4,4,1
f7r,f7r.4,5,4,6,kchos,BOUNDARY,y,SPACE,k,1,4,0
f7r,f7r.4,5,4,6,kchos,SECOND,SPACE,k,ch,2,4,0
f7r,f7r.4,5,4,6,kchos,INTERNAL,k,ch,o,3,4,0
f7r,f7r.4,5,4,6,kchos,INTERNAL,ch,o,s,4,4,1
f7r,f7r.4,5,4,7,odaiin,BOUNDARY,s,SPACE,o,1,6,0
f7r,f7r.4,5,4,7,odaiin,SECOND,SPACE,o,d,2,6,0
f7r,f7r.4,5,4,7,odaiin,INTERNAL,o,d,a,3,6,0
f7r,f7r.4,5,4,7,odaiin,INTERNAL,d,a,i,4,6,0
f7r,f7r.4,5,4,7,odaiin,INTERNAL,a,i,i,5,6,0
f7r,f7r.4,5,4,7,odaiin,INTERNAL,i,i,n,6,6,1
f7r,f7r.5,5,5,1,oaiir,RESTART,SPACE,SPACE,o,1,5,0
f7r,f7r.5,5,5,1,oaiir,SECOND,SPACE,o,a,2,5,0
f7r,f7r.5,5,5,1,oaiir,INTERNAL,o,a,i,3,5,0
f7r,f7r.5,5,5,1,oaiir,INTERNAL,a,i,i,4,5,0
f7r,f7r.5,5,5,1,oaiir,INTERNAL,i,i,r,5,5,1
f7r,f7r.5,5,5,2,otaiin,BOUNDARY,r,SPACE,o,1,6,0
f7r,f7r.5,5,5,2,otaiin,SECOND,SPACE,o,t,2,6,0
f7r,f7r.5,5,5,2,otaiin,INTERNAL,o,t,a,3,6,0
f7r,f7r.5,5,5,2,otaiin,INTERNAL,t,a,i,4,6,0
f7r,f7r.5,5,5,2,otaiin,INTERNAL,a,i,i,5,6,0
f7r,f7r.5,5,5,2,otaiin,INTERNAL,i,i,n,6,6,1
f7r,f7r.6,6,1,1,ksholo,START,PARAGRAPH_START,PARAGRAPH_START,k,1,5,0
f7r,f7r.6,6,1,1,ksholo,SECOND,SPACE,k,sh,2,5,0
f7r,f7r.6,6,1,1,ksholo,INTERNAL,k,sh,o,3,5,0
f7r,f7r.6,6,1,1,ksholo,INTERNAL,sh,o,l,4,5,0
f7r,f7r.6,6,1,1,ksholo,INTERNAL,o,l,o,5,5,1
f7r,f7r.6,6,1,2,chey,BOUNDARY,o,SPACE,ch,1,3,0
f7r,f7r.6,6,1,2,chey,SECOND,SPACE,ch,e,2,3,0
f7r,f7r.6,6,1,2,chey,INTERNAL,ch,e,y,3,3,1
f7r,f7r.6,6,1,3,qotoees,BOUNDARY,y,SPACE,q,1,7,0
f7r,f7r.6,6,1,3,qotoees,SECOND,SPACE,q,o,2,7,0
f7r,f7r.6,6,1,3,qotoees,INTERNAL,q,o,t,3,7,0
f7r,f7r.6,6,1,3,qotoees,INTERNAL,o,t,o,4,7,0
f7r,f7r.6,6,1,3,qotoees,INTERNAL,t,o,e,5,7,0
f7r,f7r.6,6,1,3,qotoees,INTERNAL,o,e,e,6,7,0
f7r,f7r.6,6,1,3,qotoees,INTERNAL,e,e,s,7,7,1
f7r,f7r.6,6,1,4,chkoldy,BOUNDARY,s,SPACE,ch,1,6,0
f7r,f7r.6,6,1,4,chkoldy,SECOND,SPACE,ch,k,2,6,0
f7r,f7r.6,6,1,4,chkoldy,INTERNAL,ch,k,o,3,6,0
f7r,f7r.6,6,1,4,chkoldy,INTERNAL,k,o,l,4,6,0
f7r,f7r.6,6,1,4,chkoldy,INTERNAL,o,l,d,5,6,0
f7r,f7r.6,6,1,4,chkoldy,INTERNAL,l,d,y,6,6,1
f7r,f7r.6,6,1,5,otchor,BOUNDARY,y,SPACE,o,1,5,0
f7r,f7r.6,6,1,5,otchor,SECOND,SPACE,o,t,2,5,0
f7r,f7r.6,6,1,5,otchor,INTERNAL,o,t,ch,3,5,0
f7r,f7r.6,6,1,5,otchor,INTERNAL,t,ch,o,4,5,0
f7r,f7r.6,6,1,5,otchor,INTERNAL,ch,o,r,5,5,1
f7r,f7r.6,6,1,6,choaiin,BOUNDARY,r,SPACE,ch,1,6,0
f7r,f7r.6,6,1,6,choaiin,SECOND,SPACE,ch,o,2,6,0
f7r,f7r.6,6,1,6,choaiin,INTERNAL,ch,o,a,3,6,0
f7r,f7r.6,6,1,6,choaiin,INTERNAL,o,a,i,4,6,0
f7r,f7r.6,6,1,6,choaiin,INTERNAL,a,i,i,5,6,0
f7r,f7r.6,6,1,6,choaiin,INTERNAL,i,i,n,6,6,1
f7r,f7r.7,6,2,1,dshoy,RESTART,SPACE,SPACE,d,1,4,0
f7r,f7r.7,6,2,1,dshoy,SECOND,SPACE,d,sh,2,4,0
f7r,f7r.7,6,2,1,dshoy,INTERNAL,d,sh,o,3,4,0
f7r,f7r.7,6,2,1,dshoy,INTERNAL,sh,o,y,4,4,1
f7r,f7r.7,6,2,2,cthol,BOUNDARY,y,SPACE,cth,1,3,0
f7r,f7r.7,6,2,2,cthol,SECOND,SPACE,cth,o,2,3,0
f7r,f7r.7,6,2,2,cthol,INTERNAL,cth,o,l,3,3,1
f7r,f7r.7,6,2,3,chol,BOUNDARY,l,SPACE,ch,1,3,0
f7r,f7r.7,6,2,3,chol,SECOND,SPACE,ch,o,2,3,0
f7r,f7r.7,6,2,3,chol,INTERNAL,ch,o,l,3,3,1
f7r,f7r.7,6,2,4,otchol,BOUNDARY,l,SPACE,o,1,5,0
f7r,f7r.7,6,2,4,otchol,SECOND,SPACE,o,t,2,5,0
f7r,f7r.7,6,2,4,otchol,INTERNAL,o,t,ch,3,5,0
f7r,f7r.7,6,2,4,otchol,INTERNAL,t,ch,o,4,5,0
f7r,f7r.7,6,2,4,otchol,INTERNAL,ch,o,l,5,5,1
f7r,f7r.7,6,2,5,dain,BOUNDARY,l,SPACE,d,1,4,0
f7r,f7r.7,6,2,5,dain,SECOND,SPACE,d,a,2,4,0
f7r,f7r.7,6,2,5,dain,INTERNAL,d,a,i,3,4,0
f7r,f7r.7,6,2,5,dain,INTERNAL,a,i,n,4,4,1
f7r,f7r.7,6,2,6,shody,BOUNDARY,n,SPACE,sh,1,4,0
f7r,f7r.7,6,2,6,shody,SECOND,SPACE,sh,o,2,4,0
f7r,f7r.7,6,2,6,shody,INTERNAL,sh,o,d,3,4,0
f7r,f7r.7,6,2,6,shody,INTERNAL,o,d,y,4,4,1
f7r,f7r.7,6,2,7,shol,BOUNDARY,y,SPACE,sh,1,3,0
f7r,f7r.7,6,2,7,shol,SECOND,SPACE,sh,o,2,3,0
f7r,f7r.7,6,2,7,shol,INTERNAL,sh,o,l,3,3,1
f7r,f7r.7,6,2,8,chotchy,BOUNDARY,l,SPACE,ch,1,5,0
f7r,f7r.7,6,2,8,chotchy,SECOND,SPACE,ch,o,2,5,0
f7r,f7r.7,6,2,8,chotchy,INTERNAL,ch,o,t,3,5,0
f7r,f7r.7,6,2,8,chotchy,INTERNAL,o,t,ch,4,5,0
f7r,f7r.7,6,2,8,chotchy,INTERNAL,t,ch,y,5,5,1
f7r,f7r.8,6,3,1,okchey,RESTART,SPACE,SPACE,o,1,5,0
f7r,f7r.8,6,3,1,okchey,SECOND,SPACE,o,k,2,5,0
f7r,f7r.8,6,3,1,okchey,INTERNAL,o,k,ch,3,5,0
f7r,f7r.8,6,3,1,okchey,INTERNAL,k,ch,e,4,5,0
f7r,f7r.8,6,3,1,okchey,INTERNAL,ch,e,y,5,5,1
f7r,f7r.8,6,3,2,deeeese,BOUNDARY,y,SPACE,d,1,7,0
f7r,f7r.8,6,3,2,deeeese,SECOND,SPACE,d,e,2,7,0
f7r,f7r.8,6,3,2,deeeese,INTERNAL,d,e,e,3,7,0
f7r,f7r.8,6,3,2,deeeese,INTERNAL,e,e,e,4,7,0
f7r,f7r.8,6,3,2,deeeese,INTERNAL,e,e,e,5,7,0
f7r,f7r.8,6,3,2,deeeese,INTERNAL,e,e,s,6,7,0
f7r,f7r.8,6,3,2,deeeese,INTERNAL,e,s,e,7,7,1
f7r,f7r.8,6,3,3,choty,BOUNDARY,e,SPACE,ch,1,4,0
f7r,f7r.8,6,3,3,choty,SECOND,SPACE,ch,o,2,4,0
f7r,f7r.8,6,3,3,choty,INTERNAL,ch,o,t,3,4,0
f7r,f7r.8,6,3,3,choty,INTERNAL,o,t,y,4,4,1
f7r,f7r.8,6,3,4,qokchy,BOUNDARY,y,SPACE,q,1,5,0
f7r,f7r.8,6,3,4,qokchy,SECOND,SPACE,q,o,2,5,0
f7r,f7r.8,6,3,4,qokchy,INTERNAL,q,o,k,3,5,0
f7r,f7r.8,6,3,4,qokchy,INTERNAL,o,k,ch,4,5,0
f7r,f7r.8,6,3,4,qokchy,INTERNAL,k,ch,y,5,5,1
f7r,f7r.8,6,3,5,shol,BOUNDARY,y,SPACE,sh,1,3,0
f7r,f7r.8,6,3,5,shol,SECOND,SPACE,sh,o,2,3,0
f7r,f7r.8,6,3,5,shol,INTERNAL,sh,o,l,3,3,1
f7r,f7r.8,6,3,6,keey,BOUNDARY,l,SPACE,k,1,4,0
f7r,f7r.8,6,3,6,keey,SECOND,SPACE,k,e,2,4,0
f7r,f7r.8,6,3,6,keey,INTERNAL,k,e,e,3,4,0
f7r,f7r.8,6,3,6,keey,INTERNAL,e,e,y,4,4,1
f7r,f7r.8,6,3,7,choty,BOUNDARY,y,SPACE,ch,1,4,0
f7r,f7r.8,6,3,7,choty,SECOND,SPACE,ch,o,2,4,0
f7r,f7r.8,6,3,7,choty,INTERNAL,ch,o,t,3,4,0
f7r,f7r.8,6,3,7,choty,INTERNAL,o,t,y,4,4,1
f7r,f7r.8,6,3,8,dain,BOUNDARY,y,SPACE,d,1,4,0
f7r,f7r.8,6,3,8,dain,SECOND,SPACE,d,a,2,4,0
f7r,f7r.8,6,3,8,dain,INTERNAL,d,a,i,3,4,0
f7r,f7r.8,6,3,8,dain,INTERNAL,a,i,n,4,4,1
f7r,f7r.9,6,4,1,qokechy,RESTART,SPACE,SPACE,q,1,6,0
f7r,f7r.9,6,4,1,qokechy,SECOND,SPACE,q,o,2,6,0
f7r,f7r.9,6,4,1,qokechy,INTERNAL,q,o,k,3,6,0
f7r,f7r.9,6,4,1,qokechy,INTERNAL,o,k,e,4,6,0
f7r,f7r.9,6,4,1,qokechy,INTERNAL,k,e,ch,5,6,0
f7r,f7r.9,6,4,1,qokechy,INTERNAL,e,ch,y,6,6,1
f7r,f7r.9,6,4,2,ol,BOUNDARY,y,SPACE,o,1,2,0
f7r,f7r.9,6,4,2,ol,SECOND,SPACE,o,l,2,2,1
f7r,f7r.9,6,4,3,choiin,BOUNDARY,l,SPACE,ch,1,5,0
f7r,f7r.9,6,4,3,choiin,SECOND,SPACE,ch,o,2,5,0
f7r,f7r.9,6,4,3,choiin,INTERNAL,ch,o,i,3,5,0
f7r,f7r.9,6,4,3,choiin,INTERNAL,o,i,i,4,5,0
f7r,f7r.9,6,4,3,choiin,INTERNAL,i,i,n,5,5,1
f7r,f7r.9,6,4,4,chol,BOUNDARY,n,SPACE,ch,1,3,0
f7r,f7r.9,6,4,4,chol,SECOND,SPACE,ch,o,2,3,0
f7r,f7r.9,6,4,4,chol,INTERNAL,ch,o,l,3,3,1
f7r,f7r.9,6,4,5,cphey,BOUNDARY,l,SPACE,cph,1,3,0
f7r,f7r.9,6,4,5,cphey,SECOND,SPACE,cph,e,2,3,0
f7r,f7r.9,6,4,5,cphey,INTERNAL,cph,e,y,3,3,1
f7r,f7r.9,6,4,6,shckhy,BOUNDARY,y,SPACE,sh,1,3,0
f7r,f7r.9,6,4,6,shckhy,SECOND,SPACE,sh,ckh,2,3,0
f7r,f7r.9,6,4,6,shckhy,INTERNAL,sh,ckh,y,3,3,1
f7r,f7r.9,6,4,7,chochy,BOUNDARY,y,SPACE,ch,1,4,0
f7r,f7r.9,6,4,7,chochy,SECOND,SPACE,ch,o,2,4,0
f7r,f7r.9,6,4,7,chochy,INTERNAL,ch,o,ch,3,4,0
f7r,f7r.9,6,4,7,chochy,INTERNAL,o,ch,y,4,4,1
f7r,f7r.9,6,4,8,kchod,BOUNDARY,y,SPACE,k,1,4,0
f7r,f7r.9,6,4,8,kchod,SECOND,SPACE,k,ch,2,4,0
f7r,f7r.9,6,4,8,kchod,INTERNAL,k,ch,o,3,4,0
f7r,f7r.9,6,4,8,kchod,INTERNAL,ch,o,d,4,4,1
f7r,f7r.10,6,5,1,s,RESTART,SPACE,SPACE,s,1,1,1
f7r,f7r.10,6,5,2,chain,BOUNDARY,s,SPACE,ch,1,4,0
f7r,f7r.10,6,5,2,chain,SECOND,SPACE,ch,a,2,4,0
f7r,f7r.10,6,5,2,chain,INTERNAL,ch,a,i,3,4,0
f7r,f7r.10,6,5,2,chain,INTERNAL,a,i,n,4,4,1
f7r,f7r.10,6,5,3,chor,BOUNDARY,n,SPACE,ch,1,3,0
f7r,f7r.10,6,5,3,chor,SECOND,SPACE,ch,o,2,3,0
f7r,f7r.10,6,5,3,chor,INTERNAL,ch,o,r,3,3,1
f7r,f7r.10,6,5,4,daiin,BOUNDARY,r,SPACE,d,1,5,0
f7r,f7r.10,6,5,4,daiin,SECOND,SPACE,d,a,2,5,0
f7r,f7r.10,6,5,4,daiin,INTERNAL,d,a,i,3,5,0
f7r,f7r.10,6,5,4,daiin,INTERNAL,a,i,i,4,5,0
f7r,f7r.10,6,5,4,daiin,INTERNAL,i,i,n,5,5,1
f7r,f7r.10,6,5,5,chckhy,BOUNDARY,n,SPACE,ch,1,3,0
f7r,f7r.10,6,5,5,chckhy,SECOND,SPACE,ch,ckh,2,3,0
f7r,f7r.10,6,5,5,chckhy,INTERNAL,ch,ckh,y,3,3,1
f7v,f7v.1,7,1,1,polyshy,START,PARAGRAPH_START,PARAGRAPH_START,p,1,6,0
f7v,f7v.1,7,1,1,polyshy,SECOND,SPACE,p,o,2,6,0
f7v,f7v.1,7,1,1,polyshy,INTERNAL,p,o,l,3,6,0
f7v,f7v.1,7,1,1,polyshy,INTERNAL,o,l,y,4,6,0
f7v,f7v.1,7,1,1,polyshy,INTERNAL,l,y,sh,5,6,0
f7v,f7v.1,7,1,1,polyshy,INTERNAL,y,sh,y,6,6,1
f7v,f7v.1,7,1,2,shey,BOUNDARY,y,SPACE,sh,1,3,0
f7v,f7v.1,7,1,2,shey,SECOND,SPACE,sh,e,2,3,0
f7v,f7v.1,7,1,2,shey,INTERNAL,sh,e,y,3,3,1
f7v,f7v.1,7,1,3,tchody,BOUNDARY,y,SPACE,t,1,5,0
f7v,f7v.1,7,1,3,tchody,SECOND,SPACE,t,ch,2,5,0
f7v,f7v.1,7,1,3,tchody,INTERNAL,t,ch,o,3,5,0
f7v,f7v.1,7,1,3,tchody,INTERNAL,ch,o,d,4,5,0
f7v,f7v.1,7,1,3,tchody,INTERNAL,o,d,y,5,5,1
f7v,f7v.1,7,1,4,qopchy,BOUNDARY,y,SPACE,q,1,5,0
f7v,f7v.1,7,1,4,qopchy,SECOND,SPACE,q,o,2,5,0
f7v,f7v.1,7,1,4,qopchy,INTERNAL,q,o,p,3,5,0
f7v,f7v.1,7,1,4,qopchy,INTERNAL,o,p,ch,4,5,0
f7v,f7v.1,7,1,4,qopchy,INTERNAL,p,ch,y,5,5,1
f7v,f7v.1,7,1,5,otshol,BOUNDARY,y,SPACE,o,1,5,0
f7v,f7v.1,7,1,5,otshol,SECOND,SPACE,o,t,2,5,0
f7v,f7v.1,7,1,5,otshol,INTERNAL,o,t,sh,3,5,0
f7v,f7v.1,7,1,5,otshol,INTERNAL,t,sh,o,4,5,0
f7v,f7v.1,7,1,5,otshol,INTERNAL,sh,o,l,5,5,1
f7v,f7v.1,7,1,6,dy,BOUNDARY,l,SPACE,d,1,2,0
f7v,f7v.1,7,1,6,dy,SECOND,SPACE,d,y,2,2,1
f7v,f7v.1,7,1,7,daiin,BOUNDARY,y,SPACE,d,1,5,0
f7v,f7v.1,7,1,7,daiin,SECOND,SPACE,d,a,2,5,0
f7v,f7v.1,7,1,7,daiin,INTERNAL,d,a,i,3,5,0
f7v,f7v.1,7,1,7,daiin,INTERNAL,a,i,i,4,5,0
f7v,f7v.1,7,1,7,daiin,INTERNAL,i,i,n,5,5,1
f7v,f7v.1,7,1,8,tshodody,BOUNDARY,n,SPACE,t,1,7,0
f7v,f7v.1,7,1,8,tshodody,SECOND,SPACE,t,sh,2,7,0
f7v,f7v.1,7,1,8,tshodody,INTERNAL,t,sh,o,3,7,0
f7v,f7v.1,7,1,8,tshodody,INTERNAL,sh,o,d,4,7,0
f7v,f7v.1,7,1,8,tshodody,INTERNAL,o,d,o,5,7,0
f7v,f7v.1,7,1,8,tshodody,INTERNAL,d,o,d,6,7,0
f7v,f7v.1,7,1,8,tshodody,INTERNAL,o,d,y,7,7,1
f7v,f7v.2,7,2,1,chochy,RESTART,SPACE,SPACE,ch,1,4,0
f7v,f7v.2,7,2,1,chochy,SECOND,SPACE,ch,o,2,4,0
f7v,f7v.2,7,2,1,chochy,INTERNAL,ch,o,ch,3,4,0
f7v,f7v.2,7,2,1,chochy,INTERNAL,o,ch,y,4,4,1
f7v,f7v.2,7,2,2,cthy,BOUNDARY,y,SPACE,cth,1,2,0
f7v,f7v.2,7,2,2,cthy,SECOND,SPACE,cth,y,2,2,1
f7v,f7v.2,7,2,3,daiin,BOUNDARY,y,SPACE,d,1,5,0
f7v,f7v.2,7,2,3,daiin,SECOND,SPACE,d,a,2,5,0
f7v,f7v.2,7,2,3,daiin,INTERNAL,d,a,i,3,5,0
f7v,f7v.2,7,2,3,daiin,INTERNAL,a,i,i,4,5,0
f7v,f7v.2,7,2,3,daiin,INTERNAL,i,i,n,5,5,1
f7v,f7v.2,7,2,4,qoky,BOUNDARY,n,SPACE,q,1,4,0
f7v,f7v.2,7,2,4,qoky,SECOND,SPACE,q,o,2,4,0
f7v,f7v.2,7,2,4,qoky,INTERNAL,q,o,k,3,4,0
f7v,f7v.2,7,2,4,qoky,INTERNAL,o,k,y,4,4,1
f7v,f7v.2,7,2,5,daiin,BOUNDARY,y,SPACE,d,1,5,0
f7v,f7v.2,7,2,5,daiin,SECOND,SPACE,d,a,2,5,0
f7v,f7v.2,7,2,5,daiin,INTERNAL,d,a,i,3,5,0
f7v,f7v.2,7,2,5,daiin,INTERNAL,a,i,i,4,5,0
f7v,f7v.2,7,2,5,daiin,INTERNAL,i,i,n,5,5,1
f7v,f7v.2,7,2,6,cthol,BOUNDARY,n,SPACE,cth,1,3,0
f7v,f7v.2,7,2,6,cthol,SECOND,SPACE,cth,o,2,3,0
f7v,f7v.2,7,2,6,cthol,INTERNAL,cth,o,l,3,3,1
f7v,f7v.2,7,2,7,cthy,BOUNDARY,l,SPACE,cth,1,2,0
f7v,f7v.2,7,2,7,cthy,SECOND,SPACE,cth,y,2,2,1
f7v,f7v.2,7,2,8,cthd,BOUNDARY,y,SPACE,cth,1,2,0
f7v,f7v.2,7,2,8,cthd,SECOND,SPACE,cth,d,2,2,1
f7v,f7v.3,7,3,1,qokchy,RESTART,SPACE,SPACE,q,1,5,0
f7v,f7v.3,7,3,1,qokchy,SECOND,SPACE,q,o,2,5,0
f7v,f7v.3,7,3,1,qokchy,INTERNAL,q,o,k,3,5,0
f7v,f7v.3,7,3,1,qokchy,INTERNAL,o,k,ch,4,5,0
f7v,f7v.3,7,3,1,qokchy,INTERNAL,k,ch,y,5,5,1
f7v,f7v.3,7,3,2,dykchy,BOUNDARY,y,SPACE,d,1,5,0
f7v,f7v.3,7,3,2,dykchy,SECOND,SPACE,d,y,2,5,0
f7v,f7v.3,7,3,2,dykchy,INTERNAL,d,y,k,3,5,0
f7v,f7v.3,7,3,2,dykchy,INTERNAL,y,k,ch,4,5,0
f7v,f7v.3,7,3,2,dykchy,INTERNAL,k,ch,y,5,5,1
f7v,f7v.3,7,3,3,chkeey,BOUNDARY,y,SPACE,ch,1,5,0
f7v,f7v.3,7,3,3,chkeey,SECOND,SPACE,ch,k,2,5,0
f7v,f7v.3,7,3,3,chkeey,INTERNAL,ch,k,e,3,5,0
f7v,f7v.3,7,3,3,chkeey,INTERNAL,k,e,e,4,5,0
f7v,f7v.3,7,3,3,chkeey,INTERNAL,e,e,y,5,5,1
f7v,f7v.3,7,3,4,kshy,BOUNDARY,y,SPACE,k,1,3,0
f7v,f7v.3,7,3,4,kshy,SECOND,SPACE,k,sh,2,3,0
f7v,f7v.3,7,3,4,kshy,INTERNAL,k,sh,y,3,3,1
f7v,f7v.3,7,3,5,ky,BOUNDARY,y,SPACE,k,1,2,0
f7v,f7v.3,7,3,5,ky,SECOND,SPACE,k,y,2,2,1
f7v,f7v.3,7,3,6,ty,BOUNDARY,y,SPACE,t,1,2,0
f7v,f7v.3,7,3,6,ty,SECOND,SPACE,t,y,2,2,1
f7v,f7v.3,7,3,7,dor,BOUNDARY,y,SPACE,d,1,3,0
f7v,f7v.3,7,3,7,dor,SECOND,SPACE,d,o,2,3,0
f7v,f7v.3,7,3,7,dor,INTERNAL,d,o,r,3,3,1
f7v,f7v.3,7,3,8,cheey,BOUNDARY,r,SPACE,ch,1,4,0
f7v,f7v.3,7,3,8,cheey,SECOND,SPACE,ch,e,2,4,0
f7v,f7v.3,7,3,8,cheey,INTERNAL,ch,e,e,3,4,0
f7v,f7v.3,7,3,8,cheey,INTERNAL,e,e,y,4,4,1
f7v,f7v.3,7,3,9,o,BOUNDARY,y,SPACE,o,1,1,1
f7v,f7v.3,7,3,10,l,BOUNDARY,o,SPACE,l,1,1,1
f7v,f7v.3,7,3,11,cheol,BOUNDARY,l,SPACE,ch,1,4,0
f7v,f7v.3,7,3,11,cheol,SECOND,SPACE,ch,e,2,4,0
f7v,f7v.3,7,3,11,cheol,INTERNAL,ch,e,o,3,4,0
f7v,f7v.3,7,3,11,cheol,INTERNAL,e,o,l,4,4,1
f7v,f7v.3,7,3,12,dy,BOUNDARY,l,SPACE,d,1,2,0
f7v,f7v.3,7,3,12,dy,SECOND,SPACE,d,y,2,2,1
f7v,f7v.4,7,4,1,oeear,RESTART,SPACE,SPACE,o,1,5,0
f7v,f7v.4,7,4,1,oeear,SECOND,SPACE,o,e,2,5,0
f7v,f7v.4,7,4,1,oeear,INTERNAL,o,e,e,3,5,0
f7v,f7v.4,7,4,1,oeear,INTERNAL,e,e,a,4,5,0
f7v,f7v.4,7,4,1,oeear,INTERNAL,e,a,r,5,5,1
f7v,f7v.4,7,4,2,choschy,BOUNDARY,r,SPACE,ch,1,5,0
f7v,f7v.4,7,4,2,choschy,SECOND,SPACE,ch,o,2,5,0
f7v,f7v.4,7,4,2,choschy,INTERNAL,ch,o,s,3,5,0
f7v,f7v.4,7,4,2,choschy,INTERNAL,o,s,ch,4,5,0
f7v,f7v.4,7,4,2,choschy,INTERNAL,s,ch,y,5,5,1
f7v,f7v.4,7,4,3,dain,BOUNDARY,y,SPACE,d,1,4,0
f7v,f7v.4,7,4,3,dain,SECOND,SPACE,d,a,2,4,0
f7v,f7v.4,7,4,3,dain,INTERNAL,d,a,i,3,4,0
f7v,f7v.4,7,4,3,dain,INTERNAL,a,i,n,4,4,1
f7v,f7v.4,7,4,4,sho,BOUNDARY,n,SPACE,sh,1,2,0
f7v,f7v.4,7,4,4,sho,SECOND,SPACE,sh,o,2,2,1
f7v,f7v.4,7,4,5,kshy,BOUNDARY,o,SPACE,k,1,3,0
f7v,f7v.4,7,4,5,kshy,SECOND,SPACE,k,sh,2,3,0
f7v,f7v.4,7,4,5,kshy,INTERNAL,k,sh,y,3,3,1
f7v,f7v.4,7,4,6,shol,BOUNDARY,y,SPACE,sh,1,3,0
f7v,f7v.4,7,4,6,shol,SECOND,SPACE,sh,o,2,3,0
f7v,f7v.4,7,4,6,shol,INTERNAL,sh,o,l,3,3,1
f7v,f7v.4,7,4,7,deees,BOUNDARY,l,SPACE,d,1,5,0
f7v,f7v.4,7,4,7,deees,SECOND,SPACE,d,e,2,5,0
f7v,f7v.4,7,4,7,deees,INTERNAL,d,e,e,3,5,0
f7v,f7v.4,7,4,7,deees,INTERNAL,e,e,e,4,5,0
f7v,f7v.4,7,4,7,deees,INTERNAL,e,e,s,5,5,1
f7v,f7v.4,7,4,8,dol,BOUNDARY,s,SPACE,d,1,3,0
f7v,f7v.4,7,4,8,dol,SECOND,SPACE,d,o,2,3,0
f7v,f7v.4,7,4,8,dol,INTERNAL,d,o,l,3,3,1
f7v,f7v.5,7,5,1,dchodaiin,RESTART,SPACE,SPACE,d,1,8,0
f7v,f7v.5,7,5,1,dchodaiin,SECOND,SPACE,d,ch,2,8,0
f7v,f7v.5,7,5,1,dchodaiin,INTERNAL,d,ch,o,3,8,0
f7v,f7v.5,7,5,1,dchodaiin,INTERNAL,ch,o,d,4,8,0
f7v,f7v.5,7,5,1,dchodaiin,INTERNAL,o,d,a,5,8,0
f7v,f7v.5,7,5,1,dchodaiin,INTERNAL,d,a,i,6,8,0
f7v,f7v.5,7,5,1,dchodaiin,INTERNAL,a,i,i,7,8,0
f7v,f7v.5,7,5,1,dchodaiin,INTERNAL,i,i,n,8,8,1
f7v,f7v.5,7,5,2,qotchy,BOUNDARY,n,SPACE,q,1,5,0
f7v,f7v.5,7,5,2,qotchy,SECOND,SPACE,q,o,2,5,0
f7v,f7v.5,7,5,2,qotchy,INTERNAL,q,o,t,3,5,0
f7v,f7v.5,7,5,2,qotchy,INTERNAL,o,t,ch,4,5,0
