page,locus,paragraph,line_in_paragraph,word_index_in_line,word,class,state_1,state_2,output,depth_after_output,word_length,terminates
f2r,f2r.13,2,6,2,ykeey,INTERNAL,k,e,e,4,5,0
f2r,f2r.13,2,6,2,ykeey,INTERNAL,e,e,y,5,5,1
f2r,f2r.13,2,6,3,chey,BOUNDARY,y,SPACE,ch,1,3,0
f2r,f2r.13,2,6,3,chey,SECOND,SPACE,ch,e,2,3,0
f2r,f2r.13,2,6,3,chey,INTERNAL,ch,e,y,3,3,1
f2r,f2r.13,2,6,4,daiin,BOUNDARY,y,SPACE,d,1,5,0
f2r,f2r.13,2,6,4,daiin,SECOND,SPACE,d,a,2,5,0
f2r,f2r.13,2,6,4,daiin,INTERNAL,d,a,i,3,5,0
f2r,f2r.13,2,6,4,daiin,INTERNAL,a,i,i,4,5,0
f2r,f2r.13,2,6,4,daiin,INTERNAL,i,i,n,5,5,1
f2r,f2r.13,2,6,5,chcthy,BOUNDARY,n,SPACE,ch,1,3,0
f2r,f2r.13,2,6,5,chcthy,SECOND,SPACE,ch,cth,2,3,0
f2r,f2r.13,2,6,5,chcthy,INTERNAL,ch,cth,y,3,3,1
f2v,f2v.1,3,1,1,kooiin,START,PARAGRAPH_START,PARAGRAPH_START,k,1,6,0
f2v,f2v.1,3,1,1,kooiin,SECOND,SPACE,k,o,2,6,0
f2v,f2v.1,3,1,1,kooiin,INTERNAL,k,o,o,3,6,0
f2v,f2v.1,3,1,1,kooiin,INTERNAL,o,o,i,4,6,0
f2v,f2v.1,3,1,1,kooiin,INTERNAL,o,i,i,5,6,0
f2v,f2v.1,3,1,1,kooiin,INTERNAL,i,i,n,6,6,1
f2v,f2v.1,3,1,2,cheo,BOUNDARY,n,SPACE,ch,1,3,0
f2v,f2v.1,3,1,2,cheo,SECOND,SPACE,ch,e,2,3,0
f2v,f2v.1,3,1,2,cheo,INTERNAL,ch,e,o,3,3,1
f2v,f2v.1,3,1,3,pchor,BOUNDARY,o,SPACE,p,1,4,0
f2v,f2v.1,3,1,3,pchor,SECOND,SPACE,p,ch,2,4,0
f2v,f2v.1,3,1,3,pchor,INTERNAL,p,ch,o,3,4,0
f2v,f2v.1,3,1,3,pchor,INTERNAL,ch,o,r,4,4,1
f2v,f2v.1,3,1,4,otaiin,BOUNDARY,r,SPACE,o,1,6,0
f2v,f2v.1,3,1,4,otaiin,SECOND,SPACE,o,t,2,6,0
f2v,f2v.1,3,1,4,otaiin,INTERNAL,o,t,a,3,6,0
f2v,f2v.1,3,1,4,otaiin,INTERNAL,t,a,i,4,6,0
f2v,f2v.1,3,1,4,otaiin,INTERNAL,a,i,i,5,6,0
f2v,f2v.1,3,1,4,otaiin,INTERNAL,i,i,n,6,6,1
f2v,f2v.1,3,1,5,odain,BOUNDARY,n,SPACE,o,1,5,0
f2v,f2v.1,3,1,5,odain,SECOND,SPACE,o,d,2,5,0
f2v,f2v.1,3,1,5,odain,INTERNAL,o,d,a,3,5,0
f2v,f2v.1,3,1,5,odain,INTERNAL,d,a,i,4,5,0
f2v,f2v.1,3,1,5,odain,INTERNAL,a,i,n,5,5,1
f2v,f2v.1,3,1,6,chor,BOUNDARY,n,SPACE,ch,1,3,0
f2v,f2v.1,3,1,6,chor,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.1,3,1,6,chor,INTERNAL,ch,o,r,3,3,1
f2v,f2v.1,3,1,7,dair,BOUNDARY,r,SPACE,d,1,4,0
f2v,f2v.1,3,1,7,dair,SECOND,SPACE,d,a,2,4,0
f2v,f2v.1,3,1,7,dair,INTERNAL,d,a,i,3,4,0
f2v,f2v.1,3,1,7,dair,INTERNAL,a,i,r,4,4,1
f2v,f2v.1,3,1,8,shty,BOUNDARY,r,SPACE,sh,1,3,0
f2v,f2v.1,3,1,8,shty,SECOND,SPACE,sh,t,2,3,0
f2v,f2v.1,3,1,8,shty,INTERNAL,sh,t,y,3,3,1
f2v,f2v.2,3,2,1,kcho,RESTART,SPACE,SPACE,k,1,3,0
f2v,f2v.2,3,2,1,kcho,SECOND,SPACE,k,ch,2,3,0
f2v,f2v.2,3,2,1,kcho,INTERNAL,k,ch,o,3,3,1
f2v,f2v.2,3,2,2,kchy,BOUNDARY,o,SPACE,k,1,3,0
f2v,f2v.2,3,2,2,kchy,SECOND,SPACE,k,ch,2,3,0
f2v,f2v.2,3,2,2,kchy,INTERNAL,k,ch,y,3,3,1
f2v,f2v.2,3,2,3,sho,BOUNDARY,y,SPACE,sh,1,2,0
f2v,f2v.2,3,2,3,sho,SECOND,SPACE,sh,o,2,2,1
f2v,f2v.2,3,2,4,shol,BOUNDARY,o,SPACE,sh,1,3,0
f2v,f2v.2,3,2,4,shol,SECOND,SPACE,sh,o,2,3,0
f2v,f2v.2,3,2,4,shol,INTERNAL,sh,o,l,3,3,1
f2v,f2v.2,3,2,5,qotcho,BOUNDARY,l,SPACE,q,1,5,0
f2v,f2v.2,3,2,5,qotcho,SECOND,SPACE,q,o,2,5,0
f2v,f2v.2,3,2,5,qotcho,INTERNAL,q,o,t,3,5,0
f2v,f2v.2,3,2,5,qotcho,INTERNAL,o,t,ch,4,5,0
f2v,f2v.2,3,2,5,qotcho,INTERNAL,t,ch,o,5,5,1
f2v,f2v.2,3,2,6,loeees,BOUNDARY,o,SPACE,l,1,6,0
f2v,f2v.2,3,2,6,loeees,SECOND,SPACE,l,o,2,6,0
f2v,f2v.2,3,2,6,loeees,INTERNAL,l,o,e,3,6,0
f2v,f2v.2,3,2,6,loeees,INTERNAL,o,e,e,4,6,0
f2v,f2v.2,3,2,6,loeees,INTERNAL,e,e,e,5,6,0
f2v,f2v.2,3,2,6,loeees,INTERNAL,e,e,s,6,6,1
f2v,f2v.2,3,2,7,qoty,BOUNDARY,s,SPACE,q,1,4,0
f2v,f2v.2,3,2,7,qoty,SECOND,SPACE,q,o,2,4,0
f2v,f2v.2,3,2,7,qoty,INTERNAL,q,o,t,3,4,0
f2v,f2v.2,3,2,7,qoty,INTERNAL,o,t,y,4,4,1
f2v,f2v.2,3,2,8,chor,BOUNDARY,y,SPACE,ch,1,3,0
f2v,f2v.2,3,2,8,chor,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.2,3,2,8,chor,INTERNAL,ch,o,r,3,3,1
f2v,f2v.2,3,2,9,daiin,BOUNDARY,r,SPACE,d,1,5,0
f2v,f2v.2,3,2,9,daiin,SECOND,SPACE,d,a,2,5,0
f2v,f2v.2,3,2,9,daiin,INTERNAL,d,a,i,3,5,0
f2v,f2v.2,3,2,9,daiin,INTERNAL,a,i,i,4,5,0
f2v,f2v.2,3,2,9,daiin,INTERNAL,i,i,n,5,5,1
f2v,f2v.3,3,3,1,otchy,RESTART,SPACE,SPACE,o,1,4,0
f2v,f2v.3,3,3,1,otchy,SECOND,SPACE,o,t,2,4,0
f2v,f2v.3,3,3,1,otchy,INTERNAL,o,t,ch,3,4,0
f2v,f2v.3,3,3,1,otchy,INTERNAL,t,ch,y,4,4,1
f2v,f2v.3,3,3,2,chor,BOUNDARY,y,SPACE,ch,1,3,0
f2v,f2v.3,3,3,2,chor,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.3,3,3,2,chor,INTERNAL,ch,o,r,3,3,1
f2v,f2v.3,3,3,3,lshy,BOUNDARY,r,SPACE,l,1,3,0
f2v,f2v.3,3,3,3,lshy,SECOND,SPACE,l,sh,2,3,0
f2v,f2v.3,3,3,3,lshy,INTERNAL,l,sh,y,3,3,1
f2v,f2v.3,3,3,4,chol,BOUNDARY,y,SPACE,ch,1,3,0
f2v,f2v.3,3,3,4,chol,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.3,3,3,4,chol,INTERNAL,ch,o,l,3,3,1
f2v,f2v.3,3,3,5,chody,BOUNDARY,l,SPACE,ch,1,4,0
f2v,f2v.3,3,3,5,chody,SECOND,SPACE,ch,o,2,4,0
f2v,f2v.3,3,3,5,chody,INTERNAL,ch,o,d,3,4,0
f2v,f2v.3,3,3,5,chody,INTERNAL,o,d,y,4,4,1
f2v,f2v.3,3,3,6,chodain,BOUNDARY,y,SPACE,ch,1,6,0
f2v,f2v.3,3,3,6,chodain,SECOND,SPACE,ch,o,2,6,0
f2v,f2v.3,3,3,6,chodain,INTERNAL,ch,o,d,3,6,0
f2v,f2v.3,3,3,6,chodain,INTERNAL,o,d,a,4,6,0
f2v,f2v.3,3,3,6,chodain,INTERNAL,d,a,i,5,6,0
f2v,f2v.3,3,3,6,chodain,INTERNAL,a,i,n,6,6,1
f2v,f2v.3,3,3,7,chcthy,BOUNDARY,n,SPACE,ch,1,3,0
f2v,f2v.3,3,3,7,chcthy,SECOND,SPACE,ch,cth,2,3,0
f2v,f2v.3,3,3,7,chcthy,INTERNAL,ch,cth,y,3,3,1
f2v,f2v.3,3,3,8,daiin,BOUNDARY,y,SPACE,d,1,5,0
f2v,f2v.3,3,3,8,daiin,SECOND,SPACE,d,a,2,5,0
f2v,f2v.3,3,3,8,daiin,INTERNAL,d,a,i,3,5,0
f2v,f2v.3,3,3,8,daiin,INTERNAL,a,i,i,4,5,0
f2v,f2v.3,3,3,8,daiin,INTERNAL,i,i,n,5,5,1
f2v,f2v.4,3,4,1,sho,RESTART,SPACE,SPACE,sh,1,2,0
f2v,f2v.4,3,4,1,sho,SECOND,SPACE,sh,o,2,2,1
f2v,f2v.4,3,4,2,cholo,BOUNDARY,o,SPACE,ch,1,4,0
f2v,f2v.4,3,4,2,cholo,SECOND,SPACE,ch,o,2,4,0
f2v,f2v.4,3,4,2,cholo,INTERNAL,ch,o,l,3,4,0
f2v,f2v.4,3,4,2,cholo,INTERNAL,o,l,o,4,4,1
f2v,f2v.4,3,4,3,cheor,BOUNDARY,o,SPACE,ch,1,4,0
f2v,f2v.4,3,4,3,cheor,SECOND,SPACE,ch,e,2,4,0
f2v,f2v.4,3,4,3,cheor,INTERNAL,ch,e,o,3,4,0
f2v,f2v.4,3,4,3,cheor,INTERNAL,e,o,r,4,4,1
f2v,f2v.4,3,4,4,chodaiin,BOUNDARY,r,SPACE,ch,1,7,0
f2v,f2v.4,3,4,4,chodaiin,SECOND,SPACE,ch,o,2,7,0
f2v,f2v.4,3,4,4,chodaiin,INTERNAL,ch,o,d,3,7,0
f2v,f2v.4,3,4,4,chodaiin,INTERNAL,o,d,a,4,7,0
f2v,f2v.4,3,4,4,chodaiin,INTERNAL,d,a,i,5,7,0
f2v,f2v.4,3,4,4,chodaiin,INTERNAL,a,i,i,6,7,0
f2v,f2v.4,3,4,4,chodaiin,INTERNAL,i,i,n,7,7,1
f2v,f2v.5,4,1,1,kchor,START,PARAGRAPH_START,PARAGRAPH_START,k,1,4,0
f2v,f2v.5,4,1,1,kchor,SECOND,SPACE,k,ch,2,4,0
f2v,f2v.5,4,1,1,kchor,INTERNAL,k,ch,o,3,4,0
f2v,f2v.5,4,1,1,kchor,INTERNAL,ch,o,r,4,4,1
f2v,f2v.5,4,1,2,shy,BOUNDARY,r,SPACE,sh,1,2,0
f2v,f2v.5,4,1,2,shy,SECOND,SPACE,sh,y,2,2,1
f2v,f2v.5,4,1,3,daiiin,BOUNDARY,y,SPACE,d,1,6,0
f2v,f2v.5,4,1,3,daiiin,SECOND,SPACE,d,a,2,6,0
f2v,f2v.5,4,1,3,daiiin,INTERNAL,d,a,i,3,6,0
f2v,f2v.5,4,1,3,daiiin,INTERNAL,a,i,i,4,6,0
f2v,f2v.5,4,1,3,daiiin,INTERNAL,i,i,i,5,6,0
f2v,f2v.5,4,1,3,daiiin,INTERNAL,i,i,n,6,6,1
f2v,f2v.5,4,1,4,s,BOUNDARY,n,SPACE,s,1,1,1
f2v,f2v.5,4,1,5,shey,BOUNDARY,s,SPACE,sh,1,3,0
f2v,f2v.5,4,1,5,shey,SECOND,SPACE,sh,e,2,3,0
f2v,f2v.5,4,1,5,shey,INTERNAL,sh,e,y,3,3,1
f2v,f2v.5,4,1,6,dor,BOUNDARY,y,SPACE,d,1,3,0
f2v,f2v.5,4,1,6,dor,SECOND,SPACE,d,o,2,3,0
f2v,f2v.5,4,1,6,dor,INTERNAL,d,o,r,3,3,1
f2v,f2v.5,4,1,7,chol,BOUNDARY,r,SPACE,ch,1,3,0
f2v,f2v.5,4,1,7,chol,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.5,4,1,7,chol,INTERNAL,ch,o,l,3,3,1
f2v,f2v.5,4,1,8,daiin,BOUNDARY,l,SPACE,d,1,5,0
f2v,f2v.5,4,1,8,daiin,SECOND,SPACE,d,a,2,5,0
f2v,f2v.5,4,1,8,daiin,INTERNAL,d,a,i,3,5,0
f2v,f2v.5,4,1,8,daiin,INTERNAL,a,i,i,4,5,0
f2v,f2v.5,4,1,8,daiin,INTERNAL,i,i,n,5,5,1
f2v,f2v.6,4,2,1,dor,RESTART,SPACE,SPACE,d,1,3,0
f2v,f2v.6,4,2,1,dor,SECOND,SPACE,d,o,2,3,0
f2v,f2v.6,4,2,1,dor,INTERNAL,d,o,r,3,3,1
f2v,f2v.6,4,2,2,chol,BOUNDARY,r,SPACE,ch,1,3,0
f2v,f2v.6,4,2,2,chol,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.6,4,2,2,chol,INTERNAL,ch,o,l,3,3,1
f2v,f2v.6,4,2,3,chor,BOUNDARY,l,SPACE,ch,1,3,0
f2v,f2v.6,4,2,3,chor,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.6,4,2,3,chor,INTERNAL,ch,o,r,3,3,1
f2v,f2v.6,4,2,4,chol,BOUNDARY,r,SPACE,ch,1,3,0
f2v,f2v.6,4,2,4,chol,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.6,4,2,4,chol,INTERNAL,ch,o,l,3,3,1
f2v,f2v.6,4,2,5,keol,BOUNDARY,l,SPACE,k,1,4,0
f2v,f2v.6,4,2,5,keol,SECOND,SPACE,k,e,2,4,0
f2v,f2v.6,4,2,5,keol,INTERNAL,k,e,o,3,4,0
f2v,f2v.6,4,2,5,keol,INTERNAL,e,o,l,4,4,1
f2v,f2v.6,4,2,6,chy,BOUNDARY,l,SPACE,ch,1,2,0
f2v,f2v.6,4,2,6,chy,SECOND,SPACE,ch,y,2,2,1
f2v,f2v.6,4,2,7,chty,BOUNDARY,y,SPACE,ch,1,3,0
f2v,f2v.6,4,2,7,chty,SECOND,SPACE,ch,t,2,3,0
f2v,f2v.6,4,2,7,chty,INTERNAL,ch,t,y,3,3,1
f2v,f2v.6,4,2,8,daiin,BOUNDARY,y,SPACE,d,1,5,0
f2v,f2v.6,4,2,8,daiin,SECOND,SPACE,d,a,2,5,0
f2v,f2v.6,4,2,8,daiin,INTERNAL,d,a,i,3,5,0
f2v,f2v.6,4,2,8,daiin,INTERNAL,a,i,i,4,5,0
f2v,f2v.6,4,2,8,daiin,INTERNAL,i,i,n,5,5,1
f2v,f2v.6,4,2,9,o,BOUNDARY,n,SPACE,o,1,1,1
f2v,f2v.6,4,2,10,tchor,BOUNDARY,o,SPACE,t,1,4,0
f2v,f2v.6,4,2,10,tchor,SECOND,SPACE,t,ch,2,4,0
f2v,f2v.6,4,2,10,tchor,INTERNAL,t,ch,o,3,4,0
f2v,f2v.6,4,2,10,tchor,INTERNAL,ch,o,r,4,4,1
f2v,f2v.6,4,2,11,chan,BOUNDARY,r,SPACE,ch,1,3,0
f2v,f2v.6,4,2,11,chan,SECOND,SPACE,ch,a,2,3,0
f2v,f2v.6,4,2,11,chan,INTERNAL,ch,a,n,3,3,1
f2v,f2v.7,4,3,1,daiin,RESTART,SPACE,SPACE,d,1,5,0
f2v,f2v.7,4,3,1,daiin,SECOND,SPACE,d,a,2,5,0
f2v,f2v.7,4,3,1,daiin,INTERNAL,d,a,i,3,5,0
f2v,f2v.7,4,3,1,daiin,INTERNAL,a,i,i,4,5,0
f2v,f2v.7,4,3,1,daiin,INTERNAL,i,i,n,5,5,1
f2v,f2v.7,4,3,2,chotchey,BOUNDARY,n,SPACE,ch,1,6,0
f2v,f2v.7,4,3,2,chotchey,SECOND,SPACE,ch,o,2,6,0
f2v,f2v.7,4,3,2,chotchey,INTERNAL,ch,o,t,3,6,0
f2v,f2v.7,4,3,2,chotchey,INTERNAL,o,t,ch,4,6,0
f2v,f2v.7,4,3,2,chotchey,INTERNAL,t,ch,e,5,6,0
f2v,f2v.7,4,3,2,chotchey,INTERNAL,ch,e,y,6,6,1
f2v,f2v.7,4,3,3,qoteeey,BOUNDARY,y,SPACE,q,1,7,0
f2v,f2v.7,4,3,3,qoteeey,SECOND,SPACE,q,o,2,7,0
f2v,f2v.7,4,3,3,qoteeey,INTERNAL,q,o,t,3,7,0
f2v,f2v.7,4,3,3,qoteeey,INTERNAL,o,t,e,4,7,0
f2v,f2v.7,4,3,3,qoteeey,INTERNAL,t,e,e,5,7,0
f2v,f2v.7,4,3,3,qoteeey,INTERNAL,e,e,e,6,7,0
f2v,f2v.7,4,3,3,qoteeey,INTERNAL,e,e,y,7,7,1
f2v,f2v.7,4,3,4,chokeos,BOUNDARY,y,SPACE,ch,1,6,0
f2v,f2v.7,4,3,4,chokeos,SECOND,SPACE,ch,o,2,6,0
f2v,f2v.7,4,3,4,chokeos,INTERNAL,ch,o,k,3,6,0
f2v,f2v.7,4,3,4,chokeos,INTERNAL,o,k,e,4,6,0
f2v,f2v.7,4,3,4,chokeos,INTERNAL,k,e,o,5,6,0
f2v,f2v.7,4,3,4,chokeos,INTERNAL,e,o,s,6,6,1
f2v,f2v.7,4,3,5,chees,BOUNDARY,s,SPACE,ch,1,4,0
f2v,f2v.7,4,3,5,chees,SECOND,SPACE,ch,e,2,4,0
f2v,f2v.7,4,3,5,chees,INTERNAL,ch,e,e,3,4,0
f2v,f2v.7,4,3,5,chees,INTERNAL,e,e,s,4,4,1
f2v,f2v.7,4,3,6,chr,BOUNDARY,s,SPACE,ch,1,2,0
f2v,f2v.7,4,3,6,chr,SECOND,SPACE,ch,r,2,2,1
f2v,f2v.7,4,3,7,cheaiin,BOUNDARY,r,SPACE,ch,1,6,0
f2v,f2v.7,4,3,7,cheaiin,SECOND,SPACE,ch,e,2,6,0
f2v,f2v.7,4,3,7,cheaiin,INTERNAL,ch,e,a,3,6,0
f2v,f2v.7,4,3,7,cheaiin,INTERNAL,e,a,i,4,6,0
f2v,f2v.7,4,3,7,cheaiin,INTERNAL,a,i,i,5,6,0
f2v,f2v.7,4,3,7,cheaiin,INTERNAL,i,i,n,6,6,1
f2v,f2v.8,4,4,1,chokoishe,RESTART,SPACE,SPACE,ch,1,7,0
f2v,f2v.8,4,4,1,chokoishe,SECOND,SPACE,ch,o,2,7,0
f2v,f2v.8,4,4,1,chokoishe,INTERNAL,ch,o,k,3,7,0
f2v,f2v.8,4,4,1,chokoishe,INTERNAL,o,k,o,4,7,0
f2v,f2v.8,4,4,1,chokoishe,INTERNAL,k,o,i,5,7,0
f2v,f2v.8,4,4,1,chokoishe,INTERNAL,o,i,sh,6,7,0
f2v,f2v.8,4,4,1,chokoishe,INTERNAL,i,sh,e,7,7,1
f2v,f2v.8,4,4,2,chor,BOUNDARY,e,SPACE,ch,1,3,0
f2v,f2v.8,4,4,2,chor,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.8,4,4,2,chor,INTERNAL,ch,o,r,3,3,1
f2v,f2v.8,4,4,3,cheol,BOUNDARY,r,SPACE,ch,1,4,0
f2v,f2v.8,4,4,3,cheol,SECOND,SPACE,ch,e,2,4,0
f2v,f2v.8,4,4,3,cheol,INTERNAL,ch,e,o,3,4,0
f2v,f2v.8,4,4,3,cheol,INTERNAL,e,o,l,4,4,1
f2v,f2v.8,4,4,4,chol,BOUNDARY,l,SPACE,ch,1,3,0
f2v,f2v.8,4,4,4,chol,SECOND,SPACE,ch,o,2,3,0
f2v,f2v.8,4,4,4,chol,INTERNAL,ch,o,l,3,3,1
f2v,f2v.8,4,4,5,dolody,BOUNDARY,l,SPACE,d,1,6,0
f2v,f2v.8,4,4,5,dolody,SECOND,SPACE,d,o,2,6,0
f2v,f2v.8,4,4,5,dolody,INTERNAL,d,o,l,3,6,0
f2v,f2v.8,4,4,5,dolody,INTERNAL,o,l,o,4,6,0
f2v,f2v.8,4,4,5,dolody,INTERNAL,l,o,d,5,6,0
f2v,f2v.8,4,4,5,dolody,INTERNAL,o,d,y,6,6,1
f7r,f7r.1,5,1,1,fchodaiin,START,PARAGRAPH_START,PARAGRAPH_START,f,1,8,0
f7r,f7r.1,5,1,1,fchodaiin,SECOND,SPACE,f,ch,2,8,0
f7r,f7r.1,5,1,1,fchodaiin,INTERNAL,f,ch,o,3,8,0
f7r,f7r.1,5,1,1,fchodaiin,INTERNAL,ch,o,d,4,8,0
f7r,f7r.1,5,1,1,fchodaiin,INTERNAL,o,d,a,5,8,0
f7r,f7r.1,5,1,1,fchodaiin,INTERNAL,d,a,i,6,8,0
f7r,f7r.1,5,1,1,fchodaiin,INTERNAL,a,i,i,7,8,0
f7r,f7r.1,5,1,1,fchodaiin,INTERNAL,i,i,n,8,8,1
f7r,f7r.1,5,1,2,shopchey,BOUNDARY,n,SPACE,sh,1,6,0
f7r,f7r.1,5,1,2,shopchey,SECOND,SPACE,sh,o,2,6,0
f7r,f7r.1,5,1,2,shopchey,INTERNAL,sh,o,p,3,6,0
f7r,f7r.1,5,1,2,shopchey,INTERNAL,o,p,ch,4,6,0
f7r,f7r.1,5,1,2,shopchey,INTERNAL,p,ch,e,5,6,0
f7r,f7r.1,5,1,2,shopchey,INTERNAL,ch,e,y,6,6,1
f7r,f7r.1,5,1,3,qko,BOUNDARY,y,SPACE,q,1,3,0
f7r,f7r.1,5,1,3,qko,SECOND,SPACE,q,k,2,3,0
f7r,f7r.1,5,1,3,qko,INTERNAL,q,k,o,3,3,1
f7r,f7r.1,5,1,4,shey,BOUNDARY,o,SPACE,sh,1,3,0
f7r,f7r.1,5,1,4,shey,SECOND,SPACE,sh,e,2,3,0
f7r,f7r.1,5,1,4,shey,INTERNAL,sh,e,y,3,3,1
f7r,f7r.1,5,1,5,qoos,BOUNDARY,y,SPACE,q,1,4,0
f7r,f7r.1,5,1,5,qoos,SECOND,SPACE,q,o,2,4,0
f7r,f7r.1,5,1,5,qoos,INTERNAL,q,o,o,3,4,0
f7r,f7r.1,5,1,5,qoos,INTERNAL,o,o,s,4,4,1
f7r,f7r.1,5,1,6,sheey,BOUNDARY,s,SPACE,sh,1,4,0
f7r,f7r.1,5,1,6,sheey,SECOND,SPACE,sh,e,2,4,0
f7r,f7r.1,5,1,6,sheey,INTERNAL,sh,e,e,3,4,0
f7r,f7r.1,5,1,6,sheey,INTERNAL,e,e,y,4,4,1
f7r,f7r.1,5,1,7,charochy,BOUNDARY,y,SPACE,ch,1,6,0
f7r,f7r.1,5,1,7,charochy,SECOND,SPACE,ch,a,2,6,0
f7r,f7r.1,5,1,7,charochy,INTERNAL,ch,a,r,3,6,0
f7r,f7r.1,5,1,7,charochy,INTERNAL,a,r,o,4,6,0
f7r,f7r.1,5,1,7,charochy,INTERNAL,r,o,ch,5,6,0
f7r,f7r.1,5,1,7,charochy,INTERNAL,o,ch,y,6,6,1
f7r,f7r.2,5,2,1,dcheey,RESTART,SPACE,SPACE,d,1,5,0
f7r,f7r.2,5,2,1,dcheey,SECOND,SPACE,d,ch,2,5,0
f7r,f7r.2,5,2,1,dcheey,INTERNAL,d,ch,e,3,5,0
f7r,f7r.2,5,2,1,dcheey,INTERNAL,ch,e,e,4,5,0
f7r,f7r.2,5,2,1,dcheey,INTERNAL,e,e,y,5,5,1
f7r,f7r.2,5,2,2,keo,BOUNDARY,y,SPACE,k,1,3,0
f7r,f7r.2,5,2,2,keo,SECOND,SPACE,k,e,2,3,0
f7r,f7r.2,5,2,2,keo,INTERNAL,k,e,o,3,3,1
f7r,f7r.2,5,2,3,r,BOUNDARY,o,SPACE,r,1,1,1
f7r,f7r.2,5,2,4,shor,BOUNDARY,r,SPACE,sh,1,3,0
f7r,f7r.2,5,2,4,shor,SECOND,SPACE,sh,o,2,3,0
f7r,f7r.2,5,2,4,shor,INTERNAL,sh,o,r,3,3,1
f7r,f7r.2,5,2,5,dold,BOUNDARY,r,SPACE,d,1,4,0
f7r,f7r.2,5,2,5,dold,SECOND,SPACE,d,o,2,4,0
f7r,f7r.2,5,2,5,dold,INTERNAL,d,o,l,3,4,0
f7r,f7r.2,5,2,5,dold,INTERNAL,o,l,d,4,4,1
f7r,f7r.2,5,2,6,dchey,BOUNDARY,d,SPACE,d,1,4,0
f7r,f7r.2,5,2,6,dchey,SECOND,SPACE,d,ch,2,4,0
f7r,f7r.2,5,2,6,dchey,INTERNAL,d,ch,e,3,4,0
f7r,f7r.2,5,2,6,dchey,INTERNAL,ch,e,y,4,4,1
f7r,f7r.2,5,2,7,kchey,BOUNDARY,y,SPACE,k,1,4,0
f7r,f7r.2,5,2,7,kchey,SECOND,SPACE,k,ch,2,4,0
f7r,f7r.2,5,2,7,kchey,INTERNAL,k,ch,e,3,4,0
f7r,f7r.2,5,2,7,kchey,INTERNAL,ch,e,y,4,4,1
f7r,f7r.2,5,2,8,otchy,BOUNDARY,y,SPACE,o,1,4,0
f7r,f7r.2,5,2,8,otchy,SECOND,SPACE,o,t,2,4,0
f7r,f7r.2,5,2,8,otchy,INTERNAL,o,t,ch,3,4,0
f7r,f7r.2,5,2,8,otchy,INTERNAL,t,ch,y,4,4,1
f7r,f7r.2,5,2,9,cheody,BOUNDARY,y,SPACE,ch,1,5,0
f7r,f7r.2,5,2,9,cheody,SECOND,SPACE,ch,e,2,5,0
f7r,f7r.2,5,2,9,cheody,INTERNAL,ch,e,o,3,5,0
f7r,f7r.2,5,2,9,cheody,INTERNAL,e,o,d,4,5,0
f7r,f7r.2,5,2,9,cheody,INTERNAL,o,d,y,5,5,1
f7r,f7r.3,5,3,1,oeeees,RESTART,SPACE,SPACE,o,1,6,0
f7r,f7r.3,5,3,1,oeeees,SECOND,SPACE,o,e,2,6,0
f7r,f7r.3,5,3,1,oeeees,INTERNAL,o,e,e,3,6,0
f7r,f7r.3,5,3,1,oeeees,INTERNAL,e,e,e,4,6,0
f7r,f7r.3,5,3,1,oeeees,INTERNAL,e,e,e,5,6,0
f7r,f7r.3,5,3,1,oeeees,INTERNAL,e,e,s,6,6,1
f7r,f7r.3,5,3,2,cheodaiin,BOUNDARY,s,SPACE,ch,1,8,0
f7r,f7r.3,5,3,2,cheodaiin,SECOND,SPACE,ch,e,2,8,0
f7r,f7r.3,5,3,2,cheodaiin,INTERNAL,ch,e,o,3,8,0
f7r,f7r.3,5,3,2,cheodaiin,INTERNAL,e,o,d,4,8,0
f7r,f7r.3,5,3,2,cheodaiin,INTERNAL,o,d,a,5,8,0
f7r,f7r.3,5,3,2,cheodaiin,INTERNAL,d,a,i,6,8,0
f7r,f7r.3,5,3,2,cheodaiin,INTERNAL,a,i,i,7,8,0
f7r,f7r.3,5,3,2,cheodaiin,INTERNAL,i,i,n,8,8,1
f7r,f7r.3,5,3,3,sheey,BOUNDARY,n,SPACE,sh,1,4,0
f7r,f7r.3,5,3,3,sheey,SECOND,SPACE,sh,e,2,4,0
f7r,f7r.3,5,3,3,sheey,INTERNAL,sh,e,e,3,4,0
f7r,f7r.3,5,3,3,sheey,INTERNAL,e,e,y,4,4,1
f7r,f7r.3,5,3,4,ytcheey,BOUNDARY,y,SPACE,y,1,6,0
f7r,f7r.3,5,3,4,ytcheey,SECOND,SPACE,y,t,2,6,0
f7r,f7r.3,5,3,4,ytcheey,INTERNAL,y,t,ch,3,6,0
f7r,f7r.3,5,3,4,ytcheey,INTERNAL,t,ch,e,4,6,0
f7r,f7r.3,5,3,4,ytcheey,INTERNAL,ch,e,e,5,6,0
f7r,f7r.3,5,3,4,ytcheey,INTERNAL,e,e,y,6,6,1
