run,A2,HerbalA_outside_A2,VM_outside_HerbalA,Unattested,VM_total,Outside_A2_total,Generated_types,Hapax,A2_type_rate,HerbalA_type_rate,VM_type_rate
51,0.5454545454545454,0.1447811447811448,0.06397306397306397,0.24579124579124578,0.7542087542087542,0.20875420875420875,187.0,135.0,0.37967914438502676,0.5614973262032086,0.6470588235294118
52,0.5454545454545454,0.14814814814814814,0.04377104377104377,0.26262626262626265,0.7373737373737373,0.1919191919191919,199.0,147.0,0.37185929648241206,0.5628140703517588,0.6231155778894473
53,0.5050505050505051,0.2222222222222222,0.03367003367003367,0.23905723905723905,0.7609427609427609,0.2558922558922559,196.0,141.0,0.336734693877551,0.6071428571428571,0.6479591836734694
54,0.5488215488215489,0.16161616161616163,0.04377104377104377,0.24579124579124578,0.7542087542087542,0.2053872053872054,196.0,149.0,0.37244897959183676,0.5816326530612245,0.6479591836734694
55,0.5185185185185185,0.21548821548821548,0.02356902356902357,0.24242424242424243,0.7575757575757576,0.23905723905723905,190.0,138.0,0.34210526315789475,0.6052631578947368,0.6368421052631579
56,0.5252525252525253,0.17845117845117844,0.06734006734006734,0.22895622895622897,0.7710437710437711,0.24579124579124578,188.0,134.0,0.3670212765957447,0.5957446808510638,0.6595744680851063
57,0.5656565656565656,0.14814814814814814,0.030303030303030304,0.2558922558922559,0.7441077441077442,0.17845117845117844,178.0,122.0,0.37640449438202245,0.5730337078651685,0.601123595505618
58,0.5656565656565656,0.1414141414141414,0.04713804713804714,0.24579124579124578,0.7542087542087542,0.18855218855218855,172.0,120.0,0.36046511627906974,0.563953488372093,0.627906976744186
59,0.5791245791245792,0.20202020202020202,0.037037037037037035,0.18181818181818182,0.8181818181818182,0.23905723905723905,184.0,127.0,0.3967391304347826,0.6684782608695652,0.717391304347826
60,0.5286195286195287,0.1750841750841751,0.026936026936026935,0.26936026936026936,0.7306397306397306,0.20202020202020202,190.0,146.0,0.35789473684210527,0.5947368421052631,0.6263157894736842
61,0.5555555555555556,0.14814814814814814,0.05723905723905724,0.23905723905723905,0.7609427609427609,0.2053872053872054,186.0,130.0,0.4032258064516129,0.5752688172043011,0.6397849462365591
62,0.5252525252525253,0.18518518518518517,0.04377104377104377,0.24579124579124578,0.7542087542087542,0.22895622895622897,193.0,144.0,0.3471502590673575,0.5906735751295337,0.6424870466321243
63,0.5824915824915825,0.14814814814814814,0.026936026936026935,0.24242424242424243,0.7575757575757576,0.1750841750841751,183.0,131.0,0.3825136612021858,0.5956284153005464,0.6338797814207651
64,0.5454545454545454,0.17845117845117844,0.05387205387205387,0.2222222222222222,0.7777777777777778,0.23232323232323232,190.0,132.0,0.4,0.6421052631578947,0.6947368421052632
65,0.5454545454545454,0.1414141414141414,0.050505050505050504,0.26262626262626265,0.7373737373737373,0.1919191919191919,180.0,127.0,0.3333333333333333,0.5333333333333333,0.5944444444444444
66,0.5151515151515151,0.17845117845117844,0.03367003367003367,0.2727272727272727,0.7272727272727273,0.21212121212121213,195.0,136.0,0.358974358974359,0.5794871794871795,0.6256410256410256
67,0.5925925925925926,0.16835016835016836,0.03367003367003367,0.2053872053872054,0.7946127946127947,0.20202020202020202,181.0,123.0,0.40331491712707185,0.6408839779005525,0.6906077348066298
68,0.5656565656565656,0.15824915824915825,0.03367003367003367,0.24242424242424243,0.7575757575757576,0.1919191919191919,189.0,137.0,0.3915343915343915,0.6084656084656085,0.6613756613756614
69,0.5622895622895623,0.15151515151515152,0.04713804713804714,0.23905723905723905,0.7609427609427609,0.19865319865319866,186.0,126.0,0.3924731182795699,0.5806451612903226,0.6505376344086021
70,0.5589225589225589,0.19865319865319866,0.030303030303030304,0.21212121212121213,0.7878787878787878,0.22895622895622897,192.0,138.0,0.4010416666666667,0.6614583333333334,0.7083333333333334
71,0.5488215488215489,0.18181818181818182,0.037037037037037035,0.23232323232323232,0.7676767676767676,0.21885521885521886,184.0,134.0,0.3532608695652174,0.6086956521739131,0.6467391304347826
72,0.5454545454545454,0.1750841750841751,0.037037037037037035,0.24242424242424243,0.7575757575757576,0.21212121212121213,195.0,149.0,0.3487179487179487,0.5948717948717949,0.6512820512820513
73,0.569023569023569,0.1414141414141414,0.06060606060606061,0.22895622895622897,0.7710437710437711,0.20202020202020202,191.0,137.0,0.39790575916230364,0.5863874345549738,0.6596858638743456
74,0.531986531986532,0.19528619528619529,0.037037037037037035,0.2356902356902357,0.7643097643097643,0.23232323232323232,197.0,150.0,0.36548223350253806,0.5939086294416244,0.649746192893401
75,0.5353535353535354,0.2053872053872054,0.04713804713804714,0.21212121212121213,0.7878787878787878,0.25252525252525254,190.0,139.0,0.3736842105263158,0.6210526315789474,0.6894736842105263
76,0.5656565656565656,0.13468013468013468,0.06734006734006734,0.23232323232323232,0.7676767676767676,0.20202020202020202,182.0,135.0,0.3901098901098901,0.5824175824175825,0.6373626373626373
77,0.4983164983164983,0.21212121212121213,0.050505050505050504,0.23905723905723905,0.7609427609427609,0.26262626262626265,204.0,157.0,0.3382352941176471,0.5980392156862745,0.6519607843137255
78,0.5454545454545454,0.18181818181818182,0.020202020202020204,0.25252525252525254,0.7474747474747475,0.20202020202020202,183.0,125.0,0.3770491803278688,0.5956284153005464,0.6174863387978142
79,0.569023569023569,0.15488215488215487,0.06060606060606061,0.21548821548821548,0.7845117845117845,0.21548821548821548,179.0,126.0,0.3687150837988827,0.5642458100558659,0.6536312849162011
80,0.5824915824915825,0.15824915824915825,0.06397306397306397,0.19528619528619529,0.8047138047138047,0.2222222222222222,178.0,129.0,0.4101123595505618,0.6235955056179775,0.6966292134831461
81,0.5858585858585859,0.15488215488215487,0.04377104377104377,0.21548821548821548,0.7845117845117845,0.19865319865319866,186.0,134.0,0.3870967741935484,0.5913978494623656,0.6559139784946236
82,0.5387205387205387,0.21212121212121213,0.026936026936026935,0.2222222222222222,0.7777777777777778,0.23905723905723905,188.0,135.0,0.3670212765957447,0.6223404255319149,0.6648936170212766
83,0.5824915824915825,0.16161616161616163,0.04377104377104377,0.21212121212121213,0.7878787878787878,0.2053872053872054,179.0,129.0,0.4134078212290503,0.5977653631284916,0.664804469273743
84,0.5993265993265994,0.1447811447811448,0.04377104377104377,0.21212121212121213,0.7878787878787878,0.18855218855218855,185.0,133.0,0.41081081081081083,0.6,0.6648648648648648
85,0.5488215488215489,0.18518518518518517,0.05387205387205387,0.21212121212121213,0.7878787878787878,0.23905723905723905,185.0,135.0,0.3567567567567568,0.6162162162162163,0.6864864864864865
86,0.5555555555555556,0.17845117845117844,0.03367003367003367,0.23232323232323232,0.7676767676767676,0.21212121212121213,188.0,133.0,0.39893617021276595,0.6276595744680851,0.6702127659574468
87,0.5723905723905723,0.1750841750841751,0.03367003367003367,0.21885521885521886,0.7811447811447811,0.20875420875420875,185.0,131.0,0.3783783783783784,0.6324324324324324,0.6756756756756757
88,0.5589225589225589,0.14814814814814814,0.03367003367003367,0.25925925925925924,0.7407407407407407,0.18181818181818182,173.0,118.0,0.3583815028901734,0.5549132947976878,0.6011560693641619
89,0.5521885521885522,0.17845117845117844,0.04713804713804714,0.2222222222222222,0.7777777777777778,0.2255892255892256,182.0,127.0,0.3791208791208791,0.5824175824175825,0.6483516483516484
90,0.4983164983164983,0.1717171717171717,0.03367003367003367,0.2962962962962963,0.7037037037037037,0.2053872053872054,195.0,146.0,0.3384615384615385,0.5487179487179488,0.5948717948717949
91,0.5589225589225589,0.18181818181818182,0.04040404040404041,0.21885521885521886,0.7811447811447811,0.2222222222222222,189.0,137.0,0.37037037037037035,0.6137566137566137,0.671957671957672
92,0.5185185185185185,0.19865319865319866,0.037037037037037035,0.24579124579124578,0.7542087542087542,0.2356902356902357,195.0,157.0,0.3384615384615385,0.5794871794871795,0.6307692307692307
93,0.5555555555555556,0.18181818181818182,0.04377104377104377,0.21885521885521886,0.7811447811447811,0.2255892255892256,187.0,137.0,0.39572192513368987,0.6149732620320856,0.679144385026738
94,0.5185185185185185,0.15151515151515152,0.06060606060606061,0.26936026936026936,0.7306397306397306,0.21212121212121213,196.0,148.0,0.35714285714285715,0.5459183673469388,0.6122448979591837
95,0.5622895622895623,0.15488215488215487,0.050505050505050504,0.23232323232323232,0.7676767676767676,0.2053872053872054,186.0,134.0,0.41397849462365593,0.6021505376344086,0.6720430107526881
96,0.5723905723905723,0.16835016835016836,0.04713804713804714,0.21212121212121213,0.7878787878787878,0.21548821548821548,181.0,124.0,0.40331491712707185,0.6298342541436464,0.6906077348066298
97,0.5050505050505051,0.18518518518518517,0.04713804713804714,0.26262626262626265,0.7373737373737373,0.23232323232323232,194.0,142.0,0.34536082474226804,0.5567010309278351,0.6134020618556701
98,0.5656565656565656,0.11447811447811448,0.06060606060606061,0.25925925925925924,0.7407407407407407,0.1750841750841751,183.0,135.0,0.3879781420765027,0.5191256830601093,0.6010928961748634
99,0.5151515151515151,0.18855218855218855,0.050505050505050504,0.24579124579124578,0.7542087542087542,0.23905723905723905,193.0,140.0,0.3626943005181347,0.5699481865284974,0.6373056994818653
100,0.531986531986532,0.19528619528619529,0.04713804713804714,0.2255892255892256,0.7744107744107744,0.24242424242424243,194.0,140.0,0.36597938144329895,0.6082474226804123,0.6701030927835051
101,0.5117845117845118,0.19528619528619529,0.05723905723905724,0.2356902356902357,0.7643097643097643,0.25252525252525254,192.0,135.0,0.3697916666666667,0.59375,0.6822916666666666
