run,word_types,hapax_legomena,mean_word_length,word_length_sd,one_character_rate,eight_plus_rate,bigram_jsd,trigram_jsd,word_boundary_jsd,paragraph_start_gallows,neutral_restart_gallows,dead_ends
716,187.0,127.0,4.087542087542087,1.541484598284121,0.013468013468013467,0.013468013468013467,0.04129118681429495,0.10399130038102039,0.13041075860128176,1.0,0.0625,0.0
717,182.0,125.0,4.0033670033670035,1.6565314386983636,0.05387205387205387,0.010101010101010102,0.03861371989969064,0.10869823909894866,0.10485884774419199,1.0,0.03125,0.0
718,185.0,134.0,3.8282828282828283,1.4864623950825981,0.04713804713804714,0.013468013468013467,0.04120727514839406,0.09716702690507538,0.09834614122336896,1.0,0.0,0.0
719,196.0,140.0,4.205387205387205,1.5959453891311015,0.026936026936026935,0.010101010101010102,0.039407115652678584,0.11660767794681973,0.1233650643004725,1.0,0.0625,0.0
720,183.0,130.0,3.942760942760943,1.524245064589586,0.037037037037037035,0.003367003367003367,0.032975468177404384,0.09822273732402091,0.1379072833943092,1.0,0.0,0.0
721,183.0,129.0,4.117845117845118,1.6906112504812991,0.04713804713804714,0.020202020202020204,0.04589980679540477,0.11005896607712098,0.1057106084650572,1.0,0.0,0.0
722,177.0,126.0,4.074074074074074,1.6436495181822601,0.04040404040404041,0.010101010101010102,0.035455117678116946,0.09744768703384737,0.13031017457211502,1.0,0.03125,0.0
723,191.0,136.0,3.9696969696969697,1.6213301193723884,0.05723905723905724,0.016835016835016835,0.04918970214078787,0.11999745808069105,0.10155663541690971,1.0,0.0,0.0
724,197.0,153.0,4.087542087542087,1.6223646392347848,0.04040404040404041,0.016835016835016835,0.03530989109411701,0.10390833107116838,0.11309250722056587,1.0,0.0,0.0
725,195.0,147.0,4.037037037037037,1.654086453381822,0.050505050505050504,0.020202020202020204,0.042791559382457045,0.10006341916434326,0.13877152821251837,1.0,0.0,0.0
726,173.0,116.0,3.9023569023569022,1.5935141588025534,0.04377104377104377,0.010101010101010102,0.046428378814224035,0.11531360777051007,0.0690624446716459,1.0,0.03125,0.0
727,190.0,141.0,4.08080808080808,1.6657175136321571,0.05387205387205387,0.020202020202020204,0.033337838120160106,0.09795163147042112,0.09239699090725939,1.0,0.0,0.0
